,content
3067,'@Asknonym Semangat ya sender sayang
3068,'Sampai sekarang nggak pernah dapet tagihan pinjol. Terus baru sadar karena aku jarang banget buka SMS 😂. 2 minggu sekali bahkan lebih dan cuma buat select all lalu delete. Notifnya aku matiin. Semua notif aku matiin sih kecuali telpon.'
3069,'@Asknonym Waduh nder
3070,'@zsrdnt Tapi ada lho orang yg berani pinjem duit di pinjol tp ga dibalikin'
3071,'@Asknonym Gimana ya
3072,'@umaleao @ernestprakasa Kalo ditagih tagih terus ga bayar bayar dengan cara apa si pinjol ini mendapatkan hak nya kembali terimakasih 🙏'
3073,'@mm_chou Sedihnya emang paling banyak emak-emak yg terjerat pinjol ini. Dulu pernah ada juga
3074,'@airfermentasi Pinjol adalah solusi'
3075,'@umaleao Teruntuk sobat pinjol @Jorgeharryrey'
3076,'@dellaugg @umaleao Eh gataunya 3hari yg lalu saya di kirimin sms oleh pinjol kalo a/n tmn aku pinjem dari pinjol dan udah lama gabayar no.nya gabisa dihubungi. Aku tanya dong ke dya awalnya bilang kalo jangankan pake no.ku ngesave aja enggak
3077,'@maulidamhrn iya kyke. atau mungkin lebi kyk nomer lain yg bisa dihubungi. ada kok selebtwit gitu ul yg sering ditlp pinjol pdhl dia samsek ga perna pake gituan.'
3078,'@umaleao @TehManizz Upload ke youtube di jamin banyak viewers nya bang... hhhhh cek aja keyword pinjol
3079,'@umaleao Tapi
3080,'@umaleao Hancurkan pinjol'
3081,'@RoyArdi76741345 @ojkindonesia Ga akan dijawab sama ojk .. Pinjol legal atau illegal tetep ga akan dijawab sama ojk.'
3082,'Cc @umaleao gini msih ada bang
3083,'@digeeembok bisa dipake buat pinjol nih 🤔'
3084,'@umaleao Temen kantor aku prnh tuh ditaguh pinjol\nDan pinjol smpe tlp org kantor\nJadilah kasus. Krn kantor merasa dirugikan ada kryawan melakukan pinjol dgn ngasih nomor kantor sbgai jaminan\n\nPdhl ternyata si pinjol akses data kontak customernya ya. Ngeri deh\n\nSmpe akhirnya tmnku dipecat'
3085,'@mirandmel Pinjol apasih wkwkw'
3086,'@ojkindonesia Kalau untuk pinjol.. bagaimana.. apakah ada dispensasi atau kah tidak.. bagaimana tanggapan dari pihak terkait Jika korban tidak bisa melakukan pembayaran jika tidak ada uang sama sekali.. dikarenakan sedang tidak bekerja dan sakit'
3087,'@umaleao @ojkindonesia Cb tolong @ojkindonesia kasih pelatihan tuh para pinjol aplg yg suka masangin logo ojk di banner aplikasinya. Cara penagihan yg baik dan benar sesuai sop
3088,'@cahyaaristii @Linkchains_ Iya bener bgt
3089,'@afnaRwnti Lg menghirup kebebasan dr pinjol wkwk'
3090,'@umaleao Banyak kok kasus pelaku pinjol yg sengaja gak bayar. Sampe mereka ada persatuanya gitu.\nSengaja minjem dan sengaja gak bayar.'
3091,'Pinjol pinjol bangsat
3092,'@umaleao maksudnya gimana mas soal pinjol ini? saya blm paham
3093,'@umaleao maksudnya gimana mas soal pinjol ini? saya kurang paham
3094,'@DhaniRinjani @umaleao Saya rasa bukan ga sanggup bayar
3095,'@umaleao Kudu nyiapin lawyer sama massa yg cukup
3096,'@umaleao @ernestprakasa Saya sbg korban yg diteror DC karena Pinjol orang lain
3097,'@digeeembok Bisa untuk pinjol juga gak 🤣'
3098,'@PartaiSocmed masalahnya ngga bayar pinjol akan dipermalukan
3099,'@umaleao Saat pinjol tdk secara prudent menjalankan usahanya
3100,'Gua udah demen bgt ya lo ditagih pinjol di dm ig lo
3101,'KALO GAK PUNYA DUIT GAK USAH FOYA-FOYA UTANG SANA SINI PLIS. AKU WIS RISIH DITERROR PINJOL PADAHAL GAK NGUTANG COK. https://t.co/bi91mU8w7d'
3102,'@dewisutrisno_ Buat sms nawarin pinjol ya?'
3103,"'@speak4myself @umaleao @pineosman Pinjol &amp; peminjol gak punya izin sama orang"" yg ada di kontak. Izin dulu atuh. Klo dpt izin sama org yg ada di kontak"
3104,'@topansunaryo420 @umaleao @paijodirajo Iya. Saya juga bertanya²
3105,'@umaleao saya pernah diteror puluhan pinjol
3106,'@WijayaHanie Hahahaaa...ternyt ada kawanny 🙌\nAda g sih menu bloking buat no yg g dikenal biar g bsa kirim sms??\n\nTiap hr isiny pinjol
3107,"'@ojkindonesia siang saya mau tanya saya sudah tidak bekerja 1 bulan karna di berhentikan karna ada nya covid 19 saya sudah menjelaskan kepada pihak pinjol tapi kenapa saya selalu di kejar"" dan teror sekarng saya buat makan aja susah saya mohon pada pihak ojk untuk memberi pengertian atas ini.'"
3108,'@renitanian @umaleao Hutang lunas jika anda menuntut  perdata pinjol ke pengadilan
3109,'@umaleao @kondekturbus_ RT @kondekturbus_: RT @umaleao: kalo data kamu disebar oleh pinjol atau kontak kamu ditelponin
3110,'Dan akhrinya kakak sy dpt arisan 25 JT
3111,'@nanaNatasyha @umaleao Pinjaman online disingkat jadi pinjol'
3112,'@glasgowsoul kemungkinan peminjam bisa menang dg alasan cara penagihan seberapa besar?\n\nsoalnya itukan kya senjata terakhir pinjol buat nagih.'
3113,'@glasgowsoul tapi biaya menggugat kan lebih gede dari jumlah pinjaman and tiring. soalnya di pinjol jg kan gbs pinjem banyak2.\n\niya aku jg aneh dg ori tweet.\nhow come lu yg ga mau bayar sehingga ditagih dg cara kya gitu
3114,'ada seseadvokat nyampurin perkara wanprestasi sama pmh dalam penagihan pinjol. w berusaha mencerna.'
3115,'@umaleao Aku pernah dismsin bahkan ditelponin dr pihak pinjol. Yg kebetulan peminjam itu pernah ngontak aku perihal kerjaan (gk kenal dekat). Benar2 menggangu banget itu sms/telpon dr pinjolnya. Segala alamat nik jmlh pinjaman dibeberin disms smbil diselip kata makian. Ampunnn dahh'
3116,"@encycloChica 1. Melanggar hukum perlindungan konsumen sama Peraturan OJK. UU ITE juga bisa, tapi lebih kompleks pembuktiannya.\n2. Bisa, tapi prosesnya panjang. I would recommend using a lawsuit. Karena gak bisa serta merta batal gitu aja.\n\nThat's why, tiati apply pinjol."
3117,'@umaleao - Melihat = mengakses -&gt; bagian dari perjanjiannya.\n- Menggunakannya = bukan dari perjanjian.\n\nMakanya ketika pinjol menggunakan intimidasi utk menagih utang
3118,'@umaleao Disini saya bukan mau membela pinjol ato konsumen
3119,'@encycloChica (2) Perjanjian tsb cuma berdua
3120,'@PartaiSocmed Yg sekarang ini dibutuhkan yaitu untuk urusan perut susu anak
3121,'kalo gak angkat takutnya dari tlp dari orang yg kenal tp ga gue save nomernya 
3122,'@digeeembok buat cari pinjol bisa gak ?'
3123,'@NonaNinja @umaleao @renitanian Pinjol mah gak gitu mbak. \nSemua nomor kontak yang ada di henpon ybs dihubungi. Dibentak dengan kata kasar pula. \n\nSaya pernah dihubungi sama salah satu pinjol
3124,'@sugaforeva wkwkwk jgn ditanggepin mom. ya intinya kenapa dia dulu ketagihan pinjem2
3125,'Bisa2nya nih fintech pinjol salah nomor bikin emosi pagi2.. ganggu gue drakoran aja🤬😡'
3126,'@unnesmenfess Mau buat syarat pinjol nderr'
3127,'@umaleao Aduh Jadi was2 kalau begini
3128,'@NonaNinja @umaleao @renitanian Kalau saya pikir seh
3129,'@sugaforeva Be smart.\nKalo udah kaya gni
3130,'@sugaforeva Namanya pinjeman online itu janji. Ketika deal minjem udah tau konsekuensi. Kalo tau begini ceritanya. Dek adek yang masih tergiur pinjol
3131,'@74rainmaker @dellaugg Iya bener
3132,'@umaleao @renitanian Itukan biasanya yg udah telat bayar bang. Makanya dipermalukan gitu.\n\nItukan konsekuensi pakai pinjol
3133,'@umaleao Di sms bgst bgst gue sama pinjol
3134,'Pinjol durung jatuh tempo wes ditelfon i hmm'
3135,'@umaleao Cara nagihnya itu kdg bikin gedeg
3136,'pinjol be lyk https://t.co/8yOfVYzviG'
3137,'@umaleao @lyriahaha Rekan kerja saya sampe resign dari tempat kerja per tgl 1 april kemarin
3138,'@agumwicaksana @PartaiSocmed Pinjol gak bayar bakalan diteror setiap hari
3139,'@sugaforeva Sering liat berita klau pinjaman online itu berbahaya krna ada yg ga resmi
3140,'@TirtoID Gampang amat dpt triliun
3141,'@abeliebee @ismidama @Asknonym Iya bener. Data kamu pasti udah di share ke semua pinjol
3142,'@umaleao berarti pihak pinjol bisa akses semua data
3143,'@Asknonym Kamu kenapa mau sih nder??? Jangan mau data kamu buat pinjol
3144,'@74rainmaker @umaleao Sudah dikonfirmasi ke teman saya katanya benar dia pinjol karena udah kepepet 😊'
3145,'@umaleao Ada orang yang saya kenal tp bukan teman kena pinjol 😭😭 saya yg ditelponin
3146,@umaleao Dulu pernah d kleponin pinjol dan dismsin pdhl yg minjem tmn aku tp diteror semua sekantor :'((
3147,'@sugaforeva Temenku ada yg kerja ditempat pinjol kaya gini. Kalo kita ngajuin pnjaman 1jt ntar yg cair cma 700rb doang tpi ntar ngebalikinnnya bisa sampe 1
3148,'@PartaiSocmed Bales ajah min
3149,'@PartaiSocmed Yup
3150,'Gblk twitt aing isinya pinjol semua'
3151,'Ojek online.. OJOL 
3152,'@TukangGaliFosil @egysptnnn Gak nyangka efek pinjol segitunya'
3153,'@umaleao Pinjol yg ilegal katanya gak apa-apa sih bang. \nBunganya gila-gilaan dan nagihnya kalo gak sadis ya bikin malu
3154,'@umaleao Banyak grup fb sengaja dibikin buat ajak masyarakat buat jebolin pinjol supaya bangkrut
3155,'@Warteg18 @wkwkAlterLand Jalan uang bukan hanya dari PINJOL dan buka jasa VCS
3156,'@umaleao Kalo saya kasusnya ditelponin mulu
3157,'@umaleao Terjadi kepada saya
3158,'@sucikrsma Pinjol aja coba? Tapi 10jt kayanya gada yang sanggup deh. Tapi kalo Icus kayanya ke bank dapet tuh pinjaman. Cuma kalo kerja dalam seminggu ngasilin 10jt ya andri kaga tau tuh
3159,'@umaleao Apakah dibenarkan jika pinjam di pinjol lalu sengaja enggak bayar biar data kita disebar supaya hutang kita dianggap lunas? Pencerahannya om--'
3160,'@sugaforeva Kadang aneh sm mereka ini..\nGaji abis buat pinjol
3161,'@askmearmything Salah ketik maksudnya pinjol wkwkwk\nOalah gitu tow'
3162,'Kalian jgn ada yg coba2 buat pinjol ya guys
3163,'@seok_jin01 @seesawdream @sugaforeva Suami ku pinjol di kredivo alhamdulilah sampe skrg gak pernah telat bayar tinggal 2 kali lagi
3164,'@seok_jin01 @seesawdream @sugaforeva Maaf mau nanya. Emang kalo pinjol bunganya bisa nambah terus?'
3165,'@sugaforeva gamau ngehujat ato apa sih. ya kasian ngeliat dia kesusahan begini tp ya itulah resiko pinjol. resikony itu bungany yang bener2 bikin kita kejebak. jadi buat kalian mo ngutang gt JANGAN PINJOL. BAHAYA okey. dan mom eva sabar ya...'
3166,'@seok_jin01 @sugaforeva Kemarin sempet baca kalo pinjol tuh bisa akses semua kontak yg ada di hp kalian
3167,'@laylights @CiaClarissa2 @sugaforeva sorry nimbrung pinjol emang gitu bisa akses data pribadi
3168,'@yeontaaniee Pokoknya kalo ngutang barang elektronik gt usahain jgn lebih dr setahun sih
3169,'@sugaforeva Astagfirullah
3170,'@seok_jin01 @sugaforeva Bnerbgt kejamm
3171,'@sugaforeva Kalian jgn sampe deh tergiur sama pinjol
3172,'@PartaiSocmed Ampun
3173,'@seok_jin01 @sugaforeva dan bunganya sadis bangett ini pinjol'
3174,'Walau orderan sulit
3175,'@umaleao Haha...di kampung dah byk yg buat ini. Pinjol bangkrut....😅'
3176,'@Htmnparis Punya pinjol blm mampu bayar
3177,'Nomor hp di sim 1 gapernah di sms penipu
3178,'Pinjol itu ILEGAL ...gak urusan sama BI Checking https://t.co/SrtKx6UbFN'
3179,'@VirtualBoiii @Nurburuuj Lulus sekolah ngelamar di fintech pinjol'
3180,'@bethtiwi81 @YRadianto kalau yg ngak ngojol awas bermasalah dgn pinjol 😂'
3181,'No KTP buat apaan.????\nBuat pinjam pinjol ya https://t.co/jsBWTmtrVZ'
3182,'@PartaiSocmed Pinjol apaan sih?'
3183,'@AmbarwatiRexy Happy klo pinjol bsa lunas 😭😭'
3184,'Semua kontak si Peminjam sinkron sama aplikasi pinjol...\nBroadcast SMS (tagihan telat) ke semua kontak dari app tsb
3185,'@frai1710 @Fianda_yusrivan @PartaiSocmed @umaleao Soal pinjol lah
3186,'@agumwicaksana @PartaiSocmed Pinjol nya mo laporin ke OJK tp pinjol nya ilegal..hehehe  anggap aj BLT'
3187,'@PartaiSocmed Tuh bagi yg punya pinjol KAGA USAH DIBAYAR...'
3188,'@PartaiSocmed Di sini ngojol aja buat makan sulit eh 
3189,'Pinjol bro
3190,"@PartaiSocmed Kok jadi buat bayar pinjol ya? 😓\nPadahal kan ini tujuannya sebagai last resort buat yang udah buntu ga bisa makan. Kalo perut udah keisi, bisa berpikir lagi gimana caranya cari rejeki.\nMeleleh banget kalo liat postingan beli beras &amp; sembako. Berarti ga salah sasaran :')"
3191,'@PartaiSocmed pinjol mah paling panas kuping ajah. digletakin ajah hpnya kalo males.'
3192,'@PartaiSocmed omset turun 80%
3193,'@PartaiSocmed Saya yg bwat bli susu aja blom dibagi ya min
3194,'@PartaiSocmed Pinjol tapi gk tau bayarnya gmn sama aja bunuh diri'
3195,'Ada banyak DM masuk minta bantuan untuk bayar pinjol. Kami jawab tegas
3196,'Heran lagian gue sama orang yang mau ngutangin orang lain dalam jumlah besar apalalagi paylater lah pinjol lah. Tolol kali.'
3197,'@sandiuno Gimane kga strs pak...tiap menit di tlfn debkolektor pinjol yg maksa kudu dibayar pinjamannye
3198,'@detikcom @detikfinance Cabut aja semua ijin operasi app pinjol sudah banyak korban'
3199,'@wolfkillkadrun @P3nj3l4j4h_id Hai kawan.. gimana kalo gw kasih ide.. foto di ktp diganti. Lalu kalian apply pinjol pakai KTP tsb.. lalu behutang
3200,'Akun pinjol w jd rusak semua kan bgst'
3201,'@Asknonym jangan pinjol nderr'
3202,'@Asknonym Pinjol mah bunganya nyekek semua. Enak gadai barang ke pegadaian aja bunganya stanfar'
3203,'@ZoneVenomWar Mas Zone 🤗\nJangan terpancing mas. Sudahlah...mereka jg manusia bisa khilaf dan salah mengartikan apapun.\nAyo kita fokus ama apa yg ada di depan kita. Jauhi aura dan energi negatif.\nMereka cmn orang2 yg belum pernah bekerja sbg Ojol. Mereka taunya Pinjol.\nAyo kerja lagi mas Zone.'
3204,'Waspada Pinjol Bodong Lagi Cari Mangsa https://t.co/efTybZOgAu'
3205,'KETERLALUAN  BANK BANK &amp; PINJOL LEASINSG DKK \nJIKA ANDA JANTUNGAN BISA BISA LANGSUNG DEAD ATAU MASUK RUMAH SAKIT YG LAGI SESAK.\n\nBayangkan ..omset nol.. bingung gaji karyawan 
3206,"'@pakdhe_beja @thismeim Bukannya bapak"" main FB ya om"
3207,'@ojkindonesia Kami percaya OJK mampu memberikan kebijakan kepada pinjol atas toleransi pembayaran di tengah2 musibah cofid 19 melanda di indonesia.... tlp
3208,'@ojkindonesia kami percaya OJK mampu menghimbau ke pinjol untuk meringankan toleransi pembayaran hingga satu bulan atau 2 bulan kepada peminjam ....bukan tak mampu untuk menyelesaikan angsuran  namun dampak wabah cofid 19 memberikan pengaruh pada keadaan ekonomi kami....'
3209,'@ojkindonesia selamat siang ojk mohon perlindungan pinjol tidak mau memberikan toleransi angsurannya selama cofid mewabah .... masyrkt hanya bisa pasrah.... mohon perlindungan nya beri waktu untuk kembali normal 1 atau 2 bulan untuk melunasi angsurannya ......'
3210,'kalah org minum obat
3211,'@ojkindonesia Untuk pinjaman online yg terdaftar di OJK &amp; yg jatuh tempo mohon untuk bunga bank diberhentikan &amp; pinjaman ditangguhkan. Itu yg kami harapkan agar tidak semakin membesar hutang pinjol kami. Terimakasih'
3212,'Hampir semua pinjol membekukan akun peminjam atau tidak bisa mencairkan dana dengan alasan pemeliharaan sistem.\n\nTp yang mungkin
3213,'Bila keadaan mulai memburuk
3214,"'ini bukan pertama kalinya nomor gw dicantumin sebagai nomor darurat di apps pinjol sama ""teman""\n\nThats okay. Aku tau aku mungkin memang bisa dipercaya .\n\nTapi ga gini caranya.\n\nHIDUP GW GA TENANG JADINYA KONTOL'"
3215,'@widutxx Pinjol kak?'
3216,'@ojkindonesia Tolong dong bantu kita yang kerja nya di rumahkan agar pinjol bisa di tangguhkan 1 atau 2 bulan terutama untuk kredivo dan aku laku'
3217,'@akulapercuy @ayasarait @hahahwr @sasalaa10 @txtdaricowo mungkin lu pernah isi segala macem data buat kaya pinjol atau semacamnya gitu.. datanya udah kesebar jadi ya gini'
3218,'Jika ada uang gaji
3219,'@ojkindonesia Yg terjerat pinjol saat ini sudah waktunya stop semua pinjol
3220,"Pinjol rentenir online kenpa di izinkan @ojkindonesia \nBerpa kasus orang-orang bunuh Diri,strees,cerai,di asingkan lingkungan krena pinjol....??\nApakah disini negara' melindungi warga nya,@ojkindonesia hanya bisa jadi penonton"
3221,'@galeshka Nunggu kicauanmu ttg fintech atau pinjol yang mencekik korbannya di masa covid19. Padahal bnyk yg kena dirumahkan dan tidak terima gaji atau dipotong sementara mereka terus menagih tiada henti.'
3222,'Btw namanya dibikin bapak agus tuh buat ngajuan pinjaman online
3223,'damn these pinjol are increasing their marketing during this pandemic
3224,'@disk0nfess Kalau aku sih mending enggak. Itu foto bisa disalahgunakan buat daftar pinjol.'
3225,'gila ya pinjol satu ini yg pinjem siapa!!! yang diteror siapa!!! 😡😡😡 https://t.co/2r4602npoM'
3226,'@ojkindonesia @ojkindonesia tolong untuk pinjol agar cicilan bisa ditangguhkan
3227,'@matchathanku Pasti yg nyariin dari pinjol
3228,'@umaleao Pinjol ngga bakal mau kasi ke pengacara. 😀'
3229,"'Penagihan Aplikasi Pinjol ""Dompet Pjm"" Tidak Sopan dan Mencekik - https://t.co/Oc58ERpt5o CC @ojkindonesia'"
3230,'@Faizacore aku kan daftar loker yang banyak sekali yang mencantumkan nomor ku u/ dihubungi
3231,'ditengah #COVIDー19 masih adakah pinjol ilegal. \nhttps://t.co/pPi2KqSA0J #coronavirus #Jakarta #PSBBJakarta #COVIDー19 #StayAtHome #kamisambyar #plant20 #LBPPengkhianatRI #yahooyahoo #vanessaangel #HentikanKriminalisasi #HentikanKedzalimanRezim #Indonesia #indosuryaPHKsepihak'
3232,'@victoriayovita Masih mending
3233,'@opposite6890 @MAIAsangJUARA Bangke no wa nya juga diburu
3234,'Butuh Uang Cepat dari Pinjol
3235,'Butuh Uang Cepat dari Pinjol
3236,'Butuh Uang Cepat dari Pinjol
3237,'@dipanggilnyamuk @rlthingy Kalau dari pihak sociolla nya sih jujur gue gak tau. Mungkin bisa tanya CS nya. Tapi kalau gue pribadi sih gak bakal langsung isi tanpa tau itu pasti atau bukan. Karena bahaya banget. Temen sendiri juga ada yang kena. Dia mau gak mau lunasin pinjol padahal bukan dia yang pake.'
3238,'@kaesangp @aniextya Daftar pinjol dan jangan dibalikin auto kaya kalau dia acc di semua apk pinjol'
3239,'Komunikasi persepupuan terjalin semakin baik gegara gibah sodara terjerat pinjol. What a day'
3240,'heh!!! ini perasaanku doang apa ads pinjol sama jual masker jadi bertebaran terus yah di stories???'
3241,'Ojek online=ojol\nPinjaman online=pinjol\nKontrakan online=......'
3242,'Waktu itu gua yg minta walu mau curhat masalah pinjol (bukan karena lo di hc ya) tapi krn butuh penguatan psikis.\n\nDan disini bukan gua Make pinjol
3243,'Kenapa aku baru nemuin trit ini ya Allah
3244,'@victoriayovita Gk ada yg salah sama pinjol
3245,'@priwietkiew @umaleao Utk mdptkan pinjol
3246,'@fadlizon Kalabendu bendu ancur2an
3247,'Emang susah sih kalo mental pengemis
3248,'Orang2 yang kehilangan penghasilan karena pandemi ini bukan cuma ga bisa makan
3249,'@instragramApp Iye bener
3250,'@diksfa_aldi siapa tau buat pinjol bor'
3251,'Aku nangis nangis nanyain kenapa
3252,'Maksud ku kan ya
3253,'Ojek Online = Ojol\nPinjaman Online = Pinjol\nKontrakan Online = ..........?\n\nIsi kolom 3 geis....'
3254,'@pastel_chalk Buka jasa pinjol cair 5 menit'
3255,'@ollalola @re_mooooooooooo @anggig_birds Berasa diteror pinjol'
3256,"@victoriayovita I'm advicing you to get away from him. It's kind of toxic relationshit. Once you go to pinjol or kind of it, you will be very very hard to get out of it. So, get away from him, now or never. I believe, you will get the better one."
3257,'Masa sulit kek gini
3258,'@ganjarpranowo Pak
3259,'Dari bbrp teman
3260,'@vanthege @umaleao Tapi emank rese bgt pinjol kek gitu .soalnya kaya gue pribadi gak kenal kenal banget tapi si pengutang masukin no gue. Dan yang di kejar kejar ya semua kontak di hape dia'
3261,'Pinjaman online dengan syarat yang mudah menggiurkan banget. Apalagi kalau kita lagi butuh uang. Tapi menurut kamu
3262,'@hotmanparisku Sudah lama kami bersuara tapi mereka cuma diam saja tidak ada tindakan. Orang orang kecil seperti kami tidak digubris oleh mereka
3263,'@wirahandyan @Ranggaharddiato Kok do ngomongke pinjol terus to ket wingi'
3264,'@hotmanparisku Kalau pun debitur sedang dalam masa susah kan bisa dibicarakan baik baik untuk mendapatkan kesepakatan melunasinya. Pak Hotman
3265,'@hotmanparisku Saya heran
3266,'Yang kosple aplikasi sekalian sono kosple jadi pinjol
3267,'@hotmanparisku melakukan ancaman ini itu
3268,'@victoriayovita @mazzini_gsp Entah itu cowok atau sodaea atau teman tetsngga yg kena pinjol mending dijauhin..\nBahaya'
3269,'@hotmanparisku Saya sangat sangat sangat kesal dan marah kepada pihak pinjol karena ketika mereka melakukan penagihan jatuh tempo sangat tidak sopan sama sekali. Mereka meneror dengan telpon setiap saat
3270,'@hotmanparisku sehingga pemasukan berkurang drastis atau tidak ada sama sekali. Dan bagi kami yang memiliki pinjaman di pinjol pun sangat bingung bagaimana untuk melunasi sedangkan tidak pegang uang
3271,'@victoriayovita Mbak
3272,'@escoaloplop @gojekindonesia @findayaindo Ehmmm...... thanks infonya. This feature @gojekindonesia like a trap. Kalau betul seperti itu
3273,'Ojek online = ojol\nPinjeman online = pinjol\nKontrakan online = ....?\n\n#RabuAmbyar'
3274,'Ojek Online = Ojol\n\nPinjaman Online = Pinjol\n\nKontrakan Online = ?'
3275,'@dhorey Kalo yg pinjol kayanya awkarin prnh promot yg berujung penipuan. Apa ini beda cerita ?'
3276,'Dor! Aku butuh uang 1 jt
3277,'@BabangOkta @umaleao Pinjol keknya gak bi checking deh'
3278,'@bungfarid Tapi resikonya jadi semacam ngajarin orang buat minjem ke pinjol. Hajar aja?'
3279,'@cinnamongirldr @umaleao Pantesin
3280,'@umaleao Yg ilegal itu kejam bang sebar data dan sllu teror kontak yg ada di debitur.klo yg legal jg sebar data cuma masih kategori pemberitahuan debitur sangkutan di pinjol itu\nKlo yg legal itu skrg g baca kontak debitur cuma maps
3281,'@BabangOkta @umaleao memang bukan
3282,'@umaleao Kalo perlu
3283,'@umaleao Ini mungkin bisa jadi referensi jika terbentur tunggakan pinjaman online. Apalagi situasi sekarang emang lagi susah. Tapi tetap diusahakan jgn sampai berurusan sama pinjol ya.\nhttps://t.co/5NcZYxfpRo'
3284,'@umaleao mungkin pada takut bang karna pinjol itu ngubungin orang orang yang terdaftar di contact hp mereka.'
3285,'@umaleao Jangan dikasih ide atuh
3286,'@umaleao Jadi Robin Hood aja bang. Pinjem ratusan juta tapi gk dibalikin terus kasihin korban pinjol.'
3287,'si pinjol tlfn sehari mengalahkan jadwal sholat 5 waktu...
3288,'@hildazahraa Yang di DM aku
3289,'@srisumartie @umaleao @timmymalachi Emang gitu Mbak. Pokoknya kalo ada yang WA/SMS/TELPON marah-marah nyari orang yang utang di PINJOL
3290,'@srisumartie @umaleao @timmymalachi Ya jelas gak tau lah kita
3291,'Saya taubat berhenti berjudi dan Shalat  berdoa kepada Allah saya ingin bertaubat berikan hamba jalan terbaikmu yaAllah. Semenjak jatuh miskin saya dekat sekali dengan Allah. Hidup dan hati saya jadi tenang dekat dengan Allah. Tapi saya kepikiran terus dengan hutang pinjol saya:('
3292,'Saya isi semua data saya dipinjol. Setelah itu cair uang nya lalu saya pakai judi lagi uang nya. Disitu saya kalah lagi dan lagi
3293,'Disitu saya kalah lagi uangnya. Saya semakin emosi dan penasaran
3294,"'@priwietkiew @aron_8310 @umaleao Sbnernya gak di cantumin sebagai contac darurat.. tapi memang app pinjol itu dapat akses ke kontak tlpon si nasabah itu.. jadi kalau gak bsa bayar.. mereka kirim pesan atw tlpon ke semua kontak.. bukan ke emergency aja.. kalau perlu ente maki"" aj angkat. mrrka juga bgtu ke cstnya'"
3295,'@ojkindonesia Disuruh dirumah aje sampe ga bisa bayar utang....ampe kenyang denger bunyi tlfn dr pinjol (pinjaman online) dr pada kenyang mkn nasi pak 😥😥😥\n\nBukan mati krn virus Corona klo begini mah.....tp mati krn stres...\n#gaadapenghasilanditagihutang\n#rasanyapengendiriditepijurang'
3296,'@nnamariyana @menjilatmekdi Si Awkarin pernah update
3297,'@umaleao @vanthege jdi memang ada brp aplikasi pinjol itu
3298,'Ditagih pinjol (pinjaman online) maksa banget hrus tetep bayar
3299,'@LavianiVini Ada beberapa kemungkinan
3300,'@anyaiyaanya @kumparan @jokowi Kalau pinjol bukannya rentenir?'
3301,'Pas dulu pacaran
3302,'@DhepriAN_07 @umaleao @VerenaUngu Sptnya korban dia memang punya itikad baik mau lunasin
3303,'Baru kali ini dagang 
3304,'@markomplong @KreditPintar @ovo_id waduh...pinjol jg kena corona'
3305,'@RahyangNsntra @anindyavivi @Telkomsel @myXLCare @DivHumas_Polri Bukan org itu yg pake no hp situbjd kontak darurat
3306,'Pusing beribu ribu pusing
3307,'@digeeembok Sekalian kasih foto ktp nya dong \nBiar gw daftarin ke pinjol 😁😂'
3308,'@dessynathaliaaa Kan ada pinjol'
3309,'@priwietkiew @umaleao Bukan nyantumin
3310,'@hanahaqon7 dr pinjol yaa'
3311,'@GamesMenfess iyain aja
3312,'@aron_8310 @umaleao 1. Dia nyantumin  saya sebagai nomor darurat tidak izin saya\n2. Ada lebih 10 pinjol yg tiap hari gantian nelpon saya terus .. bulan lalu saya maklum
3313,'Mohon OJK
3314,'@mscendani @umaleao Untuk kedepan tolong dipertimbangkan lagi minjam di pinjol🙏'
3315,'Woiiiiiii.... meh dinggo pinjol mesti :( https://t.co/Sv62iyxaHt'
3316,'@aduanBRTI saya mau melaporkan SMS pinjol bagaimana caranya?'
3317,'@umaleao Aku kemarin juga minjem di pinjol
3318,'@Elina_Vay Bayar cicilan pinjol belum pada lunas \nLagi mencoba menutup lobang yg di gali'
3319,'@joker_madame @ajiesara2 @Joker_SantuyLho @joknul2 @_d3nmas_ajah @t4wonnd4s @RafikaBayu @Aininoer12 @LebahGanteng07 @TheArieAir @ahmad_subana @n_coffeeandme_ @pulpenAIBON @OhaSechan @miswanto80 @pakdhe_mu @adviprast @Sempla_Q @nak_tamvan @babangnamvan @Jobrik2 @LahAkuKenapa @LenjelMelah @Mtuhasan @Chimol79 @_antaresh @LimaLapa1 @Finsensiadaeli @HaraZaqi @DSutiyanti @GusNadjb @Kriswati15 @DemitQu12 @Treleps @KliWetan @4kunQu17 @SutiyantiDwi @FachryAditya17 @4kunQu18 @Laurensialanny5 @4kunQu12 @Joker_Songong_ @Joker__Punk @JokerChibichan @jokerkluyuran @Jokids_one @Joker_SmurfBiru @joker_manjah @Joker_Sm0ker sabar makk
3320,'@raffiekap @ambisduluyuk minusnya cetaku meminta data terlalu berlebihan
3321,'@umaleao Saya dikejar dc pinjol dan data disebar kesemua kontak'
3322,'@umaleao Pak
3323,'Terlilit Utang Pinjol
3324,'Pusing ya lagi lockdown gini gaji turun trs pinjol juga lockdown 😬 tapi pembayaran terus jalan 😬 #WhatsApp #LockdownMzansi #lockdowneffect'
3325,'Terlilit Utang Pinjol
3326,'Terlilit Utang Pinjol
3327,'@GamesMenfess Ikhlasin
